number,ROI_mean,Vec (V)
758,19.95714343434344,0.15287
759,19.956178787878784,0.152436
760,19.95518484848486,0.152145
761,19.955497979797986,0.151749
762,19.95522323232323,0.151532
763,19.953728282828287,0.151228
764,19.955332323232323,0.150887
765,19.952952525252524,0.150565
766,19.95394343434343,0.15023
767,19.951191919191917,0.149846
768,19.950883838383838,0.149524
769,19.950209090909095,0.149189
770,19.94957777777778,0.148793
771,19.94968787878787,0.148384
772,19.950115151515153,0.148043
773,19.950513131313134,0.147745
774,19.94699696969697,0.147485
775,19.945629292929294,0.147231
776,19.946285858585856,0.147014
777,19.947179797979793,0.146493
778,19.946969696969692,0.146227
779,19.94588686868686,0.1457
780,19.94534646464647,0.145477
781,19.946213131313144,0.145242
782,19.946903030303023,0.14487
783,19.94596868686869,0.144411
784,19.944152525252534,0.144077
785,19.94384545454545,0.143742
786,19.942444444444433,0.143525
787,19.9420101010101,0.143283
788,19.940413131313136,0.142831
789,19.939559595959597,0.142614
790,19.93953333333334,0.142205
791,19.93864141414142,0.14179
792,19.938672727272728,0.141598
793,19.935154545454537,0.141269
794,19.93899090909091,0.140761
795,19.935175757575756,0.140457
796,19.938628282828283,0.140079
797,19.93660303030303,0.139844
798,19.934492929292926,0.139503
799,19.935234343434345,0.139206
800,19.935733333333335,0.138766
801,19.9347797979798,0.138437
802,19.93369191919192,0.13809
803,19.93284949494949,0.137681
804,19.93498484848485,0.137545
805,19.935393939393943,0.137235
806,19.933018181818188,0.136906
807,19.931767676767677,0.13638
808,19.931542424242423,0.13607
809,19.928571717171724,0.135704
810,19.931751515151515,0.135388
811,19.92869595959596,0.135177
812,19.9308707070707,0.134775
813,19.92944646464646,0.134415
814,19.92798686868686,0.134217
815,19.928196969696963,0.13374
816,19.92715252525252,0.133492
817,19.92686666666667,0.133225
818,19.926368686868692,0.132866
819,19.925576767676777,0.132407
820,19.924818181818186,0.132042
821,19.924256565656563,0.131688
822,19.924266666666668,0.131478
823,19.92147777777778,0.131143
824,19.92031717171718,0.130771
825,19.921324242424244,0.13043
826,19.922381818181815,0.130077
827,19.920641414141414,0.129879
828,19.920194949494945,0.129563
829,19.92070707070707,0.129241
830,19.918421212121213,0.128918
831,19.91679595959596,0.128361
832,19.916069696969696,0.128063
833,19.91332323232323,0.127772
834,19.915279797979796,0.127443
835,19.916527272727272,0.127146
836,19.915710101010106,0.126892
837,19.914131313131314,0.126501
838,19.913004040404047,0.126111
839,19.912473737373745,0.125783
840,19.912914141414138,0.125473
841,19.913561616161623,0.125231
842,19.912822222222218,0.124803
843,19.91259191919192,0.124407
844,19.912359595959597,0.124016
845,19.909785858585863,0.123694
846,19.90847878787878,0.123359
847,19.910544444444447,0.123093
848,19.911352525252518,0.122839
849,19.910198989898994,0.122523
850,19.90767272727273,0.122232
851,19.905323232323227,0.121637
852,19.90642626262627,0.121407
853,19.905809090909088,0.12124
854,19.905650505050502,0.120887
855,19.904650505050512,0.120403
856,19.9038595959596,0.120063
857,19.90580606060607,0.119877
858,19.90019797979798,0.119561
859,19.900598989899,0.11917
860,19.89997272727273,0.118829
861,19.898482828282823,0.118575
862,19.897637373737368,0.118148
863,19.899113131313133,0.117794
864,19.89818383838384,0.11746
865,19.898677777777788,0.11723
866,19.894494949494952,0.11689
867,19.89692525252525,0.116419
868,19.894507070707064,0.116146
869,19.89570707070707,0.115743
870,19.896849494949485,0.115545
871,19.89539494949495,0.115229
872,19.893538383838383,0.114739
873,19.891932323232325,0.114429
874,19.89232525252525,0.114064
875,19.89313333333334,0.113729
876,19.891268686868692,0.113512
877,19.892480808080798,0.113165
878,19.8918101010101,0.11293
879,19.89089696969697,0.112397
880,19.890560606060614,0.112136
881,19.890165656565653,0.111746
882,19.886003030303026,0.11148
883,19.88610404040404,0.111176
884,19.88676464646464,0.110947
885,19.886644444444432,0.110476
886,19.885438383838387,0.110042
887,19.884219191919193,0.109726
888,19.881543434343435,0.109496
889,19.884719191919185,0.109218
890,19.883220202020205,0.108902
